mtCode,l1Label,l2Label,l3Label,l4Label,l5Label,l6Label,l7Label
2.05,Scientific methods,Evaluation,Evaluation methods,Self evaluation,,,
2.05,Scientific methods,Evaluation,Evaluation methods,Summative evaluation,,,
2.05,Scientific methods,Experimental methods,,,,,
2.05,Scientific methods,Forecasting,,,,,
2.05,Scientific methods,Interdisciplinary approach,,,,,
2.05,Scientific methods,Measurement,,,,,
2.05,Scientific methods,Measurement,Calibration,,,,
2.05,Scientific methods,Measurement,Measuring methods,,,,
2.05,Scientific methods,Measurement,Metrology,,,,
2.05,Scientific methods,Measurement,Metrology,Metric system,,,
2.05,Scientific methods,Observation,,,,,
2.05,Scientific methods,Qualitative analysis,,,,,
2.05,Scientific methods,Quantitative analysis,,,,,
2.05,Scientific methods,Radiography,,,,,
2.05,Scientific methods,Simulation models,,,,,
2.05,Scientific methods,Standardization,,,,,
2.05,Scientific methods,Testing,,,,,
2.05,Scientific methods,Typology,,,,,
2.10,Economics of science,Research trends,,,,,
2.10,Economics of science,Science finance,,,,,
2.10,Economics of science,Science finance,Research grants,,,,
2.10,Economics of science,Science finance,Science budgets,,,,
2.10,Economics of science,Science finance,Scientific expenditure,,,,
2.10,Economics of science,Science statistics,,,,,
2.10,Economics of science,Technological forecasting,,,,,
2.10,Economics of science,Technology assessment,,,,,
2.10,Economics of science,Technology assessment,Choice of technology,,,,
2.10,Economics of science,Technology assessment,Choice of technology,Appropriate technology,,,
2.10,Economics of science,Technology assessment,Research results,,,,
2.10,Organization of research,Research programmes,,,,,
2.10,Organization of research,Research programmes,Research projects,,,,
2.10,Organization of research,Research programmes,Research projects,Pilot projects,,,
2.10,Organization of research,Research strategies,,,,,
2.10,Organization of research,Science planning,,,,,
2.10,Organization of research,Scientific activities,,,,,
2.10,Organization of research,Scientific potential,,,,,
2.10,Organization of research,Scientific potential,Technological gap,,,,
2.10,Organization of research,Scientific potential,Technological gap,Digital divide,,,
2.10,Organization of research,Scientific programmes,,,,,
2.10,Research,Applied research,,,,,
2.10,Research,Applied research,Mission oriented research,,,,
2.10,Research,Applied research,Research and development,,,,
2.10,Research,Fundamental research,,,,,
2.10,Research,Interdisciplinary research,,,,,
2.10,Science administration,Scientific organizations,,,,,
2.10,Science administration,Scientific organizations,Academies of science,,,,
2.10,Science administration,Scientific organizations,Research centres,,,,
2.10,Science administration,Scientific organizations,Research councils,,,,
2.10,Science administration,Scientific organizations,Research foundations,,,,
2.10,Science administration,Scientific organizations,Technology transfer services,,,,
2.10,Science policy,Open science,,,,,
2.10,Science policy,Research priorities,,,,,
2.10,Science policy,Scientific cooperation,,,,,
2.10,Scientific development,Science and development,,,,,
2.10,Scientific development,Technological change,,,,,
2.10,Scientific development,Technological change,Automation,,,,
2.10,Scientific development,Technological change,Mechanization,,,,
2.10,Scientific development,Technological change,Scientific innovations,,,,
2.10,Scientific personnel,Scientists,,,,,
2.10,Scientific personnel,Scientists,Engineers,,,,
2.10,Scientific personnel,Scientists,Environmentalists,,,,
2.10,Scientific personnel,Scientists,Geographers,,,,
2.10,Scientific personnel,Scientists,Hydrologists,,,,
2.10,Scientific personnel,Scientists,Mathematicians,,,,
2.10,Scientific personnel,Scientists,Scientific researchers,,,,
2.10,Scientific personnel,Scientists,Women scientists,,,,
2.10,Scientific personnel,Technicians,,,,,
2.10,Scientific personnel,Technicians,Higher technical personnel,,,,
2.10,Technology,High technology,,,,,
2.10,Technology,Nanotechnology,,,,,
2.10,Technology,Technology transfer,,,,,
2.10,Technology,Technology transfer,Diffusion of technology,,,,
2.10,Technology,Technology transfer,Diffusion of technology,Know-how transfer,,,
2.10,Technology,Traditional technology,,,,,
2.15,Mathematics,Algebra,,,,,
2.15,Mathematics,Arithmetic,,,,,
2.15,Mathematics,Combinatorial mathematics,,,,,
2.15,Mathematics,Equations,,,,,
2.15,Mathematics,Geometry,,,,,
2.15,Mathematics,Mathematical analysis,,,,,
2.15,Mathematics,Mathematical analysis,Calculus,,,,
2.15,Mathematics,Mathematical analysis,Functional analysis,,,,
2.15,Mathematics,Mathematical analysis,Numerical analysis,,,,
2.15,Mathematics,Mathematical logic,,,,,
2.15,Mathematics,Mathematical logic,Algorithms,,,,
2.15,Mathematics,Number theory,,,,,
2.15,Mathematics,Set theory,,,,,
2.15,Mathematics,Topology,,,,,
2.15,Mathematics,Topology,Graph theory,,,,
2.15,Statistics,Statistical data,,,,,
2.15,Statistics,Statistical data,Statistics presentation,,,,
2.15,Statistics,Statistical data,Statistics presentation,Data visualization,,,
2.15,Statistics,Statistical data,Time series,,,,
2.15,Statistics,Statistical mathematics,,,,,
2.15,Statistics,Statistical mathematics,Mathematical models,,,,
2.15,Statistics,Statistical mathematics,Probability theory,,,,
2.15,Statistics,Statistical mathematics,Probability theory,Random processes,,,
2.15,Statistics,Statistical mathematics,Statistical analysis,,,,
2.15,Statistics,Statistical mathematics,Statistical analysis,Correlation,,,
2.15,Statistics,Statistical mathematics,Statistical analysis,Correlation,Regression analysis,,
2.15,Statistics,Statistical mathematics,Statistical analysis,Extrapolation,,,
2.15,Statistics,Statistical mathematics,Statistical analysis,Interpolation,,,
2.15,Statistics,Statistical mathematics,Statistical analysis,Multivariate analysis,,,
2.15,Statistics,Statistical mathematics,Statistical analysis,Multivariate analysis,Factor analysis,,
2.15,Statistics,Statistical mathematics,Statistical analysis,Variance analysis,,,
2.15,Statistics,Statistical mathematics,Statistical inference,,,,
2.20,Acoustics,Sound wave propagation,,,,,
2.20,Crystallography,,,,,,
2.20,Electricity,,,,,,
2.20,Magnetism,Electromagnetic waves,,,,,
2.20,Magnetism,Electromagnetic waves,Radio waves,,,,
2.20,Magnetism,Electromagnetic waves,Radio waves,Microwaves,,,
2.20,Magnetism,Electromagnetic waves,Wave mechanics,,,,
2.20,Magnetism,Electromagnetic waves,X-rays,,,,
2.20,Magnetism,Electromagnetism,,,,,
2.20,Mechanics,Fluid mechanics,,,,,
2.20,Mechanics,Fluid mechanics,Fluid dynamics,,,,
2.20,Mechanics,Fluid mechanics,Fluid dynamics,Aerodynamics,,,
2.20,Mechanics,Fluid mechanics,Fluid dynamics,Flow,,,
2.20,Mechanics,Fluid mechanics,Fluid dynamics,Flow,Water currents,,
2.20,Mechanics,Fluid mechanics,Fluid dynamics,Magnetohydrodynamics,,,
2.20,Mechanics,Fluid mechanics,Rheology,,,,
2.20,Mechanics,Fluid mechanics,Rheology,Hydrodynamics,,,
2.20,Molecular physics,,,,,,
2.20,Nuclear physics,Atomic structure,,,,,
2.20,Nuclear physics,Nuclear fusion,,,,,
2.20,Nuclear physics,Plasma physics,,,,,
2.20,Nuclear physics,Quantum theory,,,,,
2.20,Optics,Image formation,,,,,
2.20,Optics,Light,,,,,
2.20,Physical processes,Cooling,,,,,
2.20,Physical processes,Diffusion,,,,,
2.20,Physical processes,Energy conversion,,,,,
2.20,Physical processes,Evaporation,,,,,
2.20,Physical processes,Freezing,,,,,
2.20,Physical processes,Heat transfer,,,,,
2.20,Physical processes,Heating,,,,,
2.20,Physical processes,Ionization,,,,,
2.20,Physical processes,Melting,,,,,
2.20,Physical processes,Radiation,,,,,
2.20,Physical processes,Radiation,Cosmic radiation,,,,
2.20,Physical processes,Radiation,Radiation effects,,,,
2.20,Physical processes,Radiation,Radioactivity,,,,
2.20,Physical processes,Radiation,Solar radiation,,,,
2.20,Physical processes,Radiation,Solar radiation,Ultraviolet radiation,,,
2.20,Physical properties,Electrical properties,,,,,
2.20,Physical properties,Humidity,,,,,
2.20,Physical properties,Thermal properties,,,,,
2.20,Physical properties,Thermal properties,Temperature,,,,
2.20,Physical properties,Thermal properties,Temperature,Temperature distribution,,,
2.20,Physics,,,,,,
2.20,Relativity,,,,,,
2.20,Thermodynamics,Heat,,,,,
2.25,Chemical analysis,Biochemical analysis,,,,,
2.25,Chemical analysis,Chromatographic analysis,,,,,
2.25,Chemical analysis,Spectrochemical analysis,,,,,
2.25,Chemical analysis,Trace analysis,,,,,
2.25,Chemical compounds,Acids,,,,,
2.25,Chemical compounds,Inorganic compounds,,,,,
2.25,Chemical compounds,Inorganic compounds,Salt,,,,
2.25,Chemical compounds,Organic compounds,,,,,
2.25,Chemical compounds,Organic compounds,Hydrocarbons,,,,
2.25,Chemical compounds,Organic compounds,Organic matter,,,,
2.25,Chemical compounds,Organic compounds,Polymers,,,,
2.25,Chemical compounds,Organic compounds,Polymers,Plastics,,,
2.25,Chemical elements,Carbon,,,,,
2.25,Chemical elements,Isotopes,,,,,
2.25,Chemical elements,Isotopes,Radioisotopes,,,,
2.25,Chemical elements,Isotopes,Radioisotopes,Radioactive tracers,,,
2.25,Chemical elements,Phosphorus,,,,,
2.25,Chemical elements,Sulphur,,,,,
2.25,Chemical processes,Combustion,,,,,
2.25,Chemical processes,Corrosion,,,,,
2.25,Chemical processes,Fermentation,,,,,
2.25,Chemical properties,,,,,,
2.25,Chemical research,,,,,,
2.25,Chemistry,Inorganic chemistry,,,,,
2.25,Chemistry,Organic chemistry,,,,,
2.25,Elementary particles,Electrons,,,,,
2.25,Experimental chemistry,Microchemistry,,,,,
2.25,Gases,Carbon dioxide,,,,,
2.25,Gases,Hydrogen,,,,,
2.25,Gases,Nitrogen,,,,,
2.25,Gases,Oxygen,,,,,
2.25,Gases,Oxygen,Ozone,,,,
2.25,Physical chemistry,Chemical effects,,,,,
2.25,Physical chemistry,Chemical kinetics,,,,,
2.25,Physical chemistry,Electrochemistry,,,,,
2.25,Physical chemistry,Magnetochemistry,,,,,
2.25,Physical chemistry,Molecular structure,,,,,
2.25,Physical chemistry,Photochemistry,,,,,
2.25,Physical chemistry,Radiochemistry,,,,,
2.25,Physical chemistry,Thermochemistry,,,,,
2.30,Astronomical systems,Cosmic matter,,,,,
2.30,Astronomical systems,Galaxies,,,,,
2.30,Astronomical systems,Interstellar space,,,,,
2.30,Astronomical systems,Interstellar space,Black holes,,,,
2.30,Astronomical systems,Meteorites,,,,,
2.30,Astronomical systems,Solar system,,,,,
2.30,Astronomical systems,Solar system,Planets,,,,
2.30,Astronomical systems,Solar system,Planets,Earth (planet),,,
2.30,Astronomical systems,Solar system,Satellites,,,,
2.30,Astronomical systems,Solar system,Satellites,Moon,,,
2.30,Astronomical systems,Solar system,Sun,,,,
2.30,Astronomical systems,Solar system,Sun,Solar activity,,,
2.30,Astronomical systems,Stars,,,,,
2.30,Astronomical systems,Stars,Quasars,,,,
2.30,Astronomical systems,Universe,,,,,
2.30,Astronomy,Astrophysics,,,,,
2.30,Astronomy,Astrophysics,Gravitation,,,,
2.30,Astronomy,Celestial mechanics,,,,,
2.30,Astronomy,Cosmology,,,,,
2.30,Space,,,,,,
2.30,Space sciences,,,,,,
2.30,Time,,,,,,
2.35,Earth sciences,,,,,,
2.35,Geodynamics,Erosion,,,,,
2.35,Geodynamics,Erosion,Coastal erosion,,,,
2.35,Geodynamics,Erosion,Soil erosion,,,,
2.35,Geodynamics,Sedimentation,,,,,
2.35,Geodynamics,Tectonics,,,,,
2.35,Geodynamics,Tectonics,Continental drift,,,,
2.35,Geodynamics,Tectonics,Land subsidence,,,,
2.35,Geology,Earth's crust,,,,,
2.35,Geology,Geological data,,,,,
2.35,Geophysics,Geochemistry,,,,,
2.35,Geophysics,Geochemistry,Biogeochemistry,,,,
2.35,Geophysics,Geochronology,,,,,
2.35,Geophysics,Geodesy,,,,,
